        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000011        0.00000012        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000016        0.00000017        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000003        0.00000026        0.00000023        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000       -0.00000000        0.00000001        0.00000030        0.00000034        0.00000004        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000       -0.00000000        0.00000001        0.00000037        0.00000043        0.00000007        0.00000000        0.00000000        0.00000000        0.00000000 
       -0.00000000       -0.00000000        0.00000001        0.00000005        0.00000050        0.00000057        0.00000010        0.00000000        0.00000000        0.00000000        0.00000000 
       -0.00000000       -0.00000000        0.00000001        0.00000005        0.00000060        0.00000071        0.00000014        0.00000000        0.00000000        0.00000000        0.00000000 
       -0.00000000        0.00000001        0.00000003        0.00000009        0.00000074        0.00000087        0.00000022        0.00000003        0.00000000        0.00000000        0.00000000 
       -0.00000000        0.00000000        0.00000004        0.00000015        0.00000091        0.00000105        0.00000030        0.00000005        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000004        0.00000020        0.00000109        0.00000126        0.00000039        0.00000008        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000002        0.00000007        0.00000025        0.00000128        0.00000148        0.00000049        0.00000013        0.00000002        0.00000000        0.00000000 
        0.00000000        0.00000002        0.00000009        0.00000034        0.00000151        0.00000174        0.00000061        0.00000017        0.00000003        0.00000000        0.00000000 
        0.00000000        0.00000003        0.00000011        0.00000042        0.00000176        0.00000203        0.00000076        0.00000024        0.00000005        0.00000000        0.00000000 
        0.00000002        0.00000006        0.00000016        0.00000052        0.00000205        0.00000235        0.00000091        0.00000031        0.00000007        0.00000000        0.00000000 
        0.00000002        0.00000007        0.00000021        0.00000064        0.00000236        0.00000270        0.00000109        0.00000040        0.00000011        0.00000002        0.00000000 
        0.00000002        0.00000009        0.00000027        0.00000079        0.00000273        0.00000309        0.00000128        0.00000050        0.00000016        0.00000003        0.00000000 
        0.00000003        0.00000013        0.00000033        0.00000095        0.00000313        0.00000353        0.00000151        0.00000061        0.00000021        0.00000005        0.00000000 
        0.00000004        0.00000016        0.00000041        0.00000112        0.00000356        0.00000402        0.00000175        0.00000074        0.00000027        0.00000008        0.00000001 
        0.00000005        0.00000020        0.00000050        0.00000132        0.00000405        0.00000455        0.00000203        0.00000088        0.00000034        0.00000010        0.00000002 
        0.00000007        0.00000025        0.00000061        0.00000155        0.00000460        0.00000515        0.00000234        0.00000105        0.00000043        0.00000014        0.00000003 
        0.00000009        0.00000031        0.00000072        0.00000180        0.00000520        0.00000581        0.00000268        0.00000123        0.00000052        0.00000019        0.00000004 
        0.00000010        0.00000037        0.00000086        0.00000209        0.00000586        0.00000654        0.00000306        0.00000143        0.00000063        0.00000024        0.00000006 
        0.00000012        0.00000044        0.00000101        0.00000241        0.00000660        0.00000735        0.00000349        0.00000166        0.00000076        0.00000031        0.00000008 
        0.00000015        0.00000052        0.00000118        0.00000276        0.00000741        0.00000825        0.00000396        0.00000192        0.00000089        0.00000038        0.00000010 
        0.00000018        0.00000061        0.00000137        0.00000315        0.00000831        0.00000923        0.00000448        0.00000221        0.00000105        0.00000045        0.00000012 
        0.00000021        0.00000071        0.00000159        0.00000359        0.00000930        0.00001032        0.00000506        0.00000252        0.00000122        0.00000054        0.00000015 
        0.00000024        0.00000082        0.00000183        0.00000407        0.00001040        0.00001152        0.00000569        0.00000288        0.00000142        0.00000064        0.00000018 
        0.00000028        0.00000095        0.00000209        0.00000460        0.00001160        0.00001284        0.00000640        0.00000327        0.00000164        0.00000075        0.00000022 
        0.00000032        0.00000109        0.00000239        0.00000519        0.00001292        0.00001429        0.00000718        0.00000371        0.00000188        0.00000087        0.00000025 
        0.00000037        0.00000125        0.00000271        0.00000584        0.00001438        0.00001589        0.00000804        0.00000419        0.00000215        0.00000100        0.00000029 
        0.00000042        0.00000142        0.00000308        0.00000656        0.00001598        0.00001765        0.00000900        0.00000472        0.00000244        0.00000115        0.00000034 
        0.00000048        0.00000162        0.00000348        0.00000735        0.00001774        0.00001958        0.00001004        0.00000531        0.00000277        0.00000132        0.00000039 
        0.00000054        0.00000183        0.00000392        0.00000823        0.00001968        0.00002170        0.00001120        0.00000596        0.00000313        0.00000150        0.00000044 
        0.00000062        0.00000207        0.00000441        0.00000919        0.00002180        0.00002403        0.00001247        0.00000668        0.00000353        0.00000170        0.00000050 
        0.00000070        0.00000234        0.00000495        0.00001025        0.00002413        0.00002658        0.00001387        0.00000747        0.00000397        0.00000192        0.00000057 
        0.00000078        0.00000263        0.00000555        0.00001142        0.00002668        0.00002938        0.00001540        0.00000834        0.00000445        0.00000216        0.00000065 
        0.00000088        0.00000295        0.00000620        0.00001270        0.00002948        0.00003244        0.00001709        0.00000930        0.00000499        0.00000243        0.00000073 
        0.00000099        0.00000330        0.00000692        0.00001411        0.00003254        0.00003580        0.00001894        0.00001035        0.00000558        0.00000273        0.00000082 
        0.00000111        0.00000369        0.00000772        0.00001566        0.00003589        0.00003947        0.00002097        0.00001151        0.00000623        0.00000306        0.00000092 
        0.00000124        0.00000412        0.00000859        0.00001736        0.00003956        0.00004348        0.00002319        0.00001278        0.00000694        0.00000342        0.00000103 
        0.00000139        0.00000460        0.00000955        0.00001922        0.00004357        0.00004787        0.00002563        0.00001417        0.00000772        0.00000382        0.00000115 
        0.00000154        0.00000512        0.00001061        0.00002126        0.00004794        0.00005266        0.00002830        0.00001571        0.00000859        0.00000426        0.00000129 
        0.00000172        0.00000569        0.00001177        0.00002350        0.00005272        0.00005789        0.00003122        0.00001738        0.00000953        0.00000474        0.00000143 
        0.00000191        0.00000632        0.00001304        0.00002595        0.00005794        0.00006360        0.00003442        0.00001923        0.00001058        0.00000527        0.00000160 
        0.00000212        0.00000702        0.00001444        0.00002864        0.00006363        0.00006982        0.00003791        0.00002124        0.00001172        0.00000585        0.00000178 
        0.00000235        0.00000777        0.00001597        0.00003158        0.00006984        0.00007661        0.00004173        0.00002345        0.00001297        0.00000649        0.00000197 
        0.00000261        0.00000861        0.00001765        0.00003479        0.00007660        0.00008400        0.00004590        0.00002587        0.00001434        0.00000720        0.00000219 
        0.00000289        0.00000952        0.00001948        0.00003830        0.00008397        0.00009204        0.00005045        0.00002851        0.00001585        0.00000797        0.00000243 
        0.00000320        0.00001052        0.00002149        0.00004214        0.00009198        0.00010080        0.00005542        0.00003140        0.00001750        0.00000881        0.00000269 
        0.00000353        0.00001162        0.00002369        0.00004632        0.00010070        0.00011032        0.00006084        0.00003456        0.00001930        0.00000974        0.00000297 
        0.00000390        0.00001282        0.00002609        0.00005089        0.00011018        0.00012067        0.00006674        0.00003801        0.00002127        0.00001075        0.00000328 
        0.00000430        0.00001413        0.00002872        0.00005588        0.00012048        0.00013191        0.00007317        0.00004177        0.00002343        0.00001186        0.00000362 
