        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000 
        0.00000000        0.00000003        0.00000003        0.00000000        0.00000000 
        0.00000000        0.00000005        0.00000006        0.00000002        0.00000000 
        0.00000000        0.00000008        0.00000010        0.00000004        0.00000001 
        0.00000000        0.00000011        0.00000015        0.00000006        0.00000002 
        0.00000000        0.00000009        0.00000015        0.00000009        0.00000003 
        0.00000000        0.00000010        0.00000015        0.00000009        0.00000004 
        0.00000000        0.00000011        0.00000016        0.00000008        0.00000003 
        0.00000000        0.00000012        0.00000017        0.00000008        0.00000002 
        0.00000000        0.00000013        0.00000018        0.00000009        0.00000003 
        0.00000001        0.00000014        0.00000020        0.00000010        0.00000003 
        0.00000001        0.00000016        0.00000022        0.00000011        0.00000003 
        0.00000001        0.00000018        0.00000025        0.00000012        0.00000004 
        0.00000002        0.00000020        0.00000028        0.00000014        0.00000004 
        0.00000002        0.00000022        0.00000031        0.00000015        0.00000005 
        0.00000002        0.00000024        0.00000034        0.00000017        0.00000005 
        0.00000002        0.00000027        0.00000037        0.00000019        0.00000006 
        0.00000003        0.00000030        0.00000041        0.00000021        0.00000006 
        0.00000003        0.00000033        0.00000045        0.00000022        0.00000007 
        0.00000003        0.00000036        0.00000049        0.00000025        0.00000008 
        0.00000004        0.00000040        0.00000054        0.00000027        0.00000008 
        0.00000004        0.00000044        0.00000060        0.00000030        0.00000009 
        0.00000005        0.00000048        0.00000066        0.00000033        0.00000010 
        0.00000005        0.00000053        0.00000073        0.00000037        0.00000011 
        0.00000006        0.00000059        0.00000080        0.00000041        0.00000013 
        0.00000006        0.00000065        0.00000088        0.00000045        0.00000014 
        0.00000007        0.00000071        0.00000097        0.00000049        0.00000015 
        0.00000008        0.00000078        0.00000107        0.00000054        0.00000017 
        0.00000009        0.00000086        0.00000118        0.00000060        0.00000018 
        0.00000009        0.00000095        0.00000129        0.00000065        0.00000020 
        0.00000010        0.00000104        0.00000142        0.00000072        0.00000022 
        0.00000011        0.00000114        0.00000156        0.00000079        0.00000024 
        0.00000013        0.00000126        0.00000171        0.00000087        0.00000027 
        0.00000014        0.00000138        0.00000187        0.00000095        0.00000029 
        0.00000015        0.00000151        0.00000205        0.00000104        0.00000032 
        0.00000017        0.00000165        0.00000225        0.00000114        0.00000035 
        0.00000019        0.00000181        0.00000246        0.00000125        0.00000039 
        0.00000020        0.00000198        0.00000269        0.00000137        0.00000042 
        0.00000022        0.00000217        0.00000294        0.00000150        0.00000046 
        0.00000025        0.00000237        0.00000322        0.00000164        0.00000051 
        0.00000027        0.00000259        0.00000351        0.00000179        0.00000056 
        0.00000030        0.00000283        0.00000383        0.00000195        0.00000061 
        0.00000033        0.00000309        0.00000418        0.00000213        0.00000066 
        0.00000036        0.00000337        0.00000456        0.00000233        0.00000072 
        0.00000039        0.00000367        0.00000497        0.00000254        0.00000079 
        0.00000043        0.00000400        0.00000541        0.00000276        0.00000086 
        0.00000047        0.00000435        0.00000589        0.00000301        0.00000093 
        0.00000051        0.00000474        0.00000641        0.00000328        0.00000102 
        0.00000056        0.00000516        0.00000697        0.00000356        0.00000111 
        0.00000061        0.00000560        0.00000757        0.00000387        0.00000120 
        0.00000067        0.00000609        0.00000823        0.00000421        0.00000131 
        0.00000073        0.00000661        0.00000893        0.00000457        0.00000142 
        0.00000080        0.00000718        0.00000969        0.00000496        0.00000154 
        0.00000087        0.00000779        0.00001050        0.00000538        0.00000167 
        0.00000095        0.00000844        0.00001138        0.00000583        0.00000182 
        0.00000103        0.00000915        0.00001232        0.00000632        0.00000197 
        0.00000113        0.00000991        0.00001334        0.00000684        0.00000213 
        0.00000123        0.00001072        0.00001443        0.00000741        0.00000231 
        0.00000133        0.00001160        0.00001560        0.00000801        0.00000250 
        0.00000145        0.00001254        0.00001686        0.00000866        0.00000270 
        0.00000157        0.00001355        0.00001821        0.00000936        0.00000292 
        0.00000171        0.00001463        0.00001965        0.00001011        0.00000315 
        0.00000185        0.00001579        0.00002120        0.00001091        0.00000340 
        0.00000201        0.00001703        0.00002286        0.00001176        0.00000367 
        0.00000218        0.00001836        0.00002463        0.00001268        0.00000396 
        0.00000236        0.00001979        0.00002653        0.00001366        0.00000426 
        0.00000255        0.00002131        0.00002855        0.00001471        0.00000459 
        0.00000276        0.00002294        0.00003072        0.00001583        0.00000494 
        0.00000299        0.00002467        0.00003302        0.00001703        0.00000532 
        0.00000323        0.00002653        0.00003548        0.00001831        0.00000572 
        0.00000349        0.00002850        0.00003811        0.00001967        0.00000614 
        0.00000377        0.00003061        0.00004090        0.00002112        0.00000660 
        0.00000406        0.00003285        0.00004387        0.00002267        0.00000708 
        0.00000438        0.00003524        0.00004703        0.00002431        0.00000760 
        0.00000472        0.00003778        0.00005040        0.00002606        0.00000814 
        0.00000509        0.00004048        0.00005397        0.00002792        0.00000873 
        0.00000548        0.00004335        0.00005776        0.00002989        0.00000935 
        0.00000589        0.00004640        0.00006179        0.00003199        0.00001000 
        0.00000634        0.00004964        0.00006605        0.00003421        0.00001070 
        0.00000681        0.00005307        0.00007058        0.00003657        0.00001144 
        0.00000732        0.00005671        0.00007537        0.00003907        0.00001223 
        0.00000786        0.00006056        0.00008044        0.00004172        0.00001306 
        0.00000843        0.00006463        0.00008580        0.00004452        0.00001394 
        0.00000905        0.00006895        0.00009146        0.00004748        0.00001487 
        0.00000970        0.00007351        0.00009745        0.00005061        0.00001585 
        0.00001039        0.00007833        0.00010377        0.00005391        0.00001689 
        0.00001112        0.00008341        0.00011044        0.00005740        0.00001799 
        0.00001190        0.00008878        0.00011746        0.00006108        0.00001914 
        0.00001273        0.00009444        0.00012487        0.00006496        0.00002036 
        0.00001361        0.00010040        0.00013267        0.00006904        0.00002165 
        0.00001454        0.00010669        0.00014087        0.00007334        0.00002300 
        0.00001553        0.00011330        0.00014950        0.00007787        0.00002443 
        0.00001657        0.00012025        0.00015856        0.00008262        0.00002592 
        0.00001767        0.00012756        0.00016808        0.00008762        0.00002750 
        0.00001884        0.00013524        0.00017807        0.00009287        0.00002915 
        0.00002007        0.00014330        0.00018855        0.00009837        0.00003088 
        0.00002138        0.00015175        0.00019953        0.00010415        0.00003270 
        0.00002275        0.00016062        0.00021102        0.00011020        0.00003461 
        0.00002420        0.00016990        0.00022306        0.00011653        0.00003661 
        0.00002573        0.00017963        0.00023565        0.00012316        0.00003870 
        0.00002733        0.00018980        0.00024880        0.00013009        0.00004089 
        0.00002903        0.00020043        0.00026255        0.00013733        0.00004317 
        0.00003081        0.00021155        0.00027689        0.00014490        0.00004556 
        0.00003268        0.00022315        0.00029185        0.00015279        0.00004805 
        0.00003465        0.00023526        0.00030745        0.00016102        0.00005065 
        0.00003671        0.00024789        0.00032369        0.00016960        0.00005336 
        0.00003888        0.00026105        0.00034060        0.00017854        0.00005618 
        0.00004115        0.00027476        0.00035819        0.00018784        0.00005912 
        0.00004353        0.00028902        0.00037648        0.00019751        0.00006218 
        0.00004602        0.00030385        0.00039547        0.00020756        0.00006536 
        0.00004863        0.00031926        0.00041518        0.00021799        0.00006866 
        0.00005135        0.00033527        0.00043563        0.00022882        0.00007208 
        0.00005420        0.00035188        0.00045682        0.00024006        0.00007564 
        0.00005718        0.00036911        0.00047877        0.00025170        0.00007932 
        0.00006029        0.00038696        0.00050149        0.00026375        0.00008314 
        0.00006353        0.00040545        0.00052499        0.00027623        0.00008709 
        0.00006691        0.00042459        0.00054928        0.00028912        0.00009117 
        0.00007042        0.00044438        0.00057437        0.00030245        0.00009540 
        0.00007409        0.00046483        0.00060025        0.00031622        0.00009976 
        0.00007790        0.00048595        0.00062695        0.00033041        0.00010426 
        0.00008186        0.00050774        0.00065445        0.00034505        0.00010890 
        0.00008597        0.00053021        0.00068278        0.00036014        0.00011368 
        0.00009024        0.00055337        0.00071192        0.00037566        0.00011861 
        0.00009468        0.00057721        0.00074189        0.00039164        0.00012368 
        0.00009927        0.00060174        0.00077267        0.00040805        0.00012889 
        0.00010403        0.00062696        0.00080427        0.00042491        0.00013424 
        0.00010896        0.00065287        0.00083668        0.00044222        0.00013974 
        0.00011406        0.00067947        0.00086989        0.00045996        0.00014538 
        0.00011933        0.00070676        0.00090392        0.00047815        0.00015116 
        0.00012477        0.00073473        0.00093873        0.00049676        0.00015707 
        0.00013040        0.00076337        0.00097432        0.00051581        0.00016313 
        0.00013620        0.00079269        0.00101068        0.00053528        0.00016932 
        0.00014218        0.00082266        0.00104780        0.00055516        0.00017565 
        0.00014834        0.00085330        0.00108566        0.00057546        0.00018211 
        0.00015468        0.00088457        0.00112424        0.00059615        0.00018869 
        0.00016120        0.00091647        0.00116352        0.00061723        0.00019541 
        0.00016791        0.00094899        0.00120349        0.00063868        0.00020224 
        0.00017480        0.00098211        0.00124411        0.00066051        0.00020919 
        0.00018187        0.00101581        0.00128535        0.00068268        0.00021626 
        0.00018912        0.00105008        0.00132721        0.00070519        0.00022344 
        0.00019655        0.00108488        0.00136964        0.00072803        0.00023072 
        0.00020416        0.00112021        0.00141260        0.00075117        0.00023810 
        0.00021195        0.00115605        0.00145608        0.00077460        0.00024558 
        0.00021992        0.00119235        0.00150002        0.00079830        0.00025314 
        0.00022806        0.00122910        0.00154441        0.00082225        0.00026079 
        0.00023636        0.00126626        0.00158918        0.00084643        0.00026851 
        0.00024484        0.00130381        0.00163431        0.00087081        0.00027631 
        0.00025348        0.00134172        0.00167975        0.00089538        0.00028416 
        0.00026228        0.00137995        0.00172545        0.00092010        0.00029207 
        0.00027123        0.00141847        0.00177137        0.00094496        0.00030002 
        0.00028034        0.00145723        0.00181747        0.00096993        0.00030801 
        0.00028959        0.00149622        0.00186367        0.00099499        0.00031603 
        0.00029898        0.00153537        0.00190995        0.00102009        0.00032407 
        0.00030850        0.00157466        0.00195623        0.00104523        0.00033212 
        0.00031815        0.00161404        0.00200248        0.00107036        0.00034018 
        0.00032792        0.00165347        0.00204862        0.00109545        0.00034822 
        0.00033781        0.00169290        0.00209461        0.00112048        0.00035625 
        0.00034779        0.00173228        0.00214039        0.00114542        0.00036425 
        0.00035788        0.00177159        0.00218589        0.00117022        0.00037222 
        0.00036806        0.00181075        0.00223106        0.00119487        0.00038014 
        0.00037831        0.00184974        0.00227583        0.00121933        0.00038800 
        0.00038864        0.00188848        0.00232016        0.00124355        0.00039578 
        0.00039902        0.00192695        0.00236395        0.00126752        0.00040349 
        0.00040946        0.00196508        0.00240717        0.00129119        0.00041111 
        0.00041994        0.00200283        0.00244975        0.00131454        0.00041863 
        0.00043044        0.00204015        0.00249161        0.00133752        0.00042603 
        0.00044097        0.00207698        0.00253271        0.00136010        0.00043331 
        0.00045150        0.00211327        0.00257297        0.00138226        0.00044046 
        0.00046203        0.00214897        0.00261234        0.00140395        0.00044747 
        0.00047254        0.00218404        0.00265076        0.00142514        0.00045431 
        0.00048303        0.00221841        0.00268815        0.00144579        0.00046099 
        0.00049347        0.00225204        0.00272447        0.00146588        0.00046749 
        0.00050386        0.00228487        0.00275966        0.00148538        0.00047380 
        0.00051418        0.00231687        0.00279364        0.00150425        0.00047992 
        0.00052442        0.00234797        0.00282639        0.00152245        0.00048582 
        0.00053457        0.00237814        0.00285781        0.00153996        0.00049151 
        0.00054462        0.00240731        0.00288789        0.00155675        0.00049697 
