# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues read from Fe.EIG
# Kpoint weights read from Fe.KP
# Using smearing parameter:   0.2000
# Using 1000 points in the energy range
# Selected bands: 1 to: 38
# Emin, Emax in file for selected band(s):    -91.7901190    229.3201370
# Nbands, Nspin, Nk   =     38     2 63800
# E_F                 =    -4.2944 eV --> (shifted to ZERO)
# Broadening          =     0.2000 eV
#
#        E            N(up)        N(down)         Ntot
    -32.886776      0.000000      0.000000      0.000000
    -32.783683      0.000000      0.000000      0.000000
    -32.680590      0.000000      0.000000      0.000000
    -32.577497      0.000000      0.000000      0.000000
    -32.474403      0.000000      0.000000      0.000000
    -32.371310      0.000000      0.000000      0.000000
    -32.268217      0.000000      0.000000      0.000000
    -32.165124      0.000000      0.000000      0.000000
    -32.062031      0.000000      0.000000      0.000000
    -31.958937      0.000000      0.000000      0.000000
    -31.855844      0.000000      0.000000      0.000000
    -31.752751      0.000000      0.000000      0.000000
    -31.649658      0.000000      0.000000      0.000000
    -31.546565      0.000000      0.000000      0.000000
    -31.443471      0.000000      0.000000      0.000000
    -31.340378      0.000000      0.000000      0.000000
    -31.237285      0.000000      0.000000      0.000000
    -31.134192      0.000000      0.000000      0.000000
    -31.031098      0.000000      0.000000      0.000000
    -30.928005      0.000000      0.000000      0.000000
    -30.824912      0.000000      0.000000      0.000000
    -30.721819      0.000000      0.000000      0.000000
    -30.618726      0.000000      0.000000      0.000000
    -30.515632      0.000000      0.000000      0.000000
    -30.412539      0.000000      0.000000      0.000000
    -30.309446      0.000000      0.000000      0.000000
    -30.206353      0.000000      0.000000      0.000000
    -30.103260      0.000000      0.000000      0.000000
    -30.000166      0.000000      0.000000      0.000000
    -29.897073      0.000000      0.000000      0.000000
    -29.793980      0.000000      0.000000      0.000000
    -29.690887      0.000000      0.000000      0.000000
    -29.587793      0.000000      0.000000      0.000000
    -29.484700      0.000000      0.000000      0.000000
    -29.381607      0.000000      0.000000      0.000000
    -29.278514      0.000000      0.000000      0.000000
    -29.175421      0.000000      0.000000      0.000000
    -29.072327      0.000000      0.000000      0.000000
    -28.969234      0.000000      0.000000      0.000000
    -28.866141      0.000000      0.000000      0.000000
    -28.763048      0.000000      0.000000      0.000000
    -28.659955      0.000000      0.000000      0.000000
    -28.556861      0.000000      0.000000      0.000000
    -28.453768      0.000000      0.000000      0.000000
    -28.350675      0.000000      0.000000      0.000000
    -28.247582      0.000000      0.000000      0.000000
    -28.144489      0.000000      0.000000      0.000000
    -28.041395      0.000000      0.000000      0.000000
    -27.938302      0.000000      0.000000      0.000000
    -27.835209      0.000000      0.000000      0.000000
    -27.732116      0.000000      0.000000      0.000000
    -27.629022      0.000000      0.000000      0.000000
    -27.525929      0.000000      0.000000      0.000000
    -27.422836      0.000000      0.000000      0.000000
    -27.319743      0.000000      0.000000      0.000000
    -27.216650      0.000000      0.000000      0.000000
    -27.113556      0.000000      0.000000      0.000000
    -27.010463      0.000000      0.000000      0.000000
    -26.907370      0.000000      0.000000      0.000000
    -26.804277      0.000000      0.000000      0.000000
    -26.701184      0.000000      0.000000      0.000000
    -26.598090      0.000000      0.000000      0.000000
    -26.494997      0.000000      0.000000      0.000000
    -26.391904      0.000000      0.000000      0.000000
    -26.288811      0.000000      0.000000      0.000000
    -26.185717      0.000000      0.000000      0.000000
    -26.082624      0.000000      0.000000      0.000000
    -25.979531      0.000000      0.000000      0.000000
    -25.876438      0.000000      0.000000      0.000000
    -25.773345      0.000000      0.000000      0.000000
    -25.670251      0.000000      0.000000      0.000000
    -25.567158      0.000000      0.000000      0.000000
    -25.464065      0.000000      0.000000      0.000000
    -25.360972      0.000000      0.000000      0.000000
    -25.257879      0.000000      0.000000      0.000000
    -25.154785      0.000000      0.000000      0.000000
    -25.051692      0.000000      0.000000      0.000000
    -24.948599      0.000000      0.000000      0.000000
    -24.845506      0.000000      0.000000      0.000000
    -24.742413      0.000000      0.000000      0.000000
    -24.639319      0.000000      0.000000      0.000000
    -24.536226      0.000000      0.000000      0.000000
    -24.433133      0.000000      0.000000      0.000000
    -24.330040      0.000000      0.000000      0.000000
    -24.226946      0.000000      0.000000      0.000000
    -24.123853      0.000000      0.000000      0.000000
    -24.020760      0.000000      0.000000      0.000000
    -23.917667      0.000000      0.000000      0.000000
    -23.814574      0.000000      0.000000      0.000000
    -23.711480      0.000000      0.000000      0.000000
    -23.608387      0.000000      0.000000      0.000000
    -23.505294      0.000000      0.000000      0.000000
    -23.402201      0.000000      0.000000      0.000000
    -23.299108      0.000000      0.000000      0.000000
    -23.196014      0.000000      0.000000      0.000000
    -23.092921      0.000000      0.000000      0.000000
    -22.989828      0.000000      0.000000      0.000000
    -22.886735      0.000000      0.000000      0.000000
    -22.783641      0.000000      0.000000      0.000000
    -22.680548      0.000000      0.000000      0.000000
    -22.577455      0.000000      0.000000      0.000000
    -22.474362      0.000000      0.000000      0.000000
    -22.371269      0.000000      0.000000      0.000000
    -22.268175      0.000000      0.000000      0.000000
    -22.165082      0.000000      0.000000      0.000000
    -22.061989      0.000000      0.000000      0.000000
    -21.958896      0.000000      0.000000      0.000000
    -21.855803      0.000000      0.000000      0.000000
    -21.752709      0.000000      0.000000      0.000000
    -21.649616      0.000000      0.000000      0.000000
    -21.546523      0.000000      0.000000      0.000000
    -21.443430      0.000000      0.000000      0.000000
    -21.340337      0.000000      0.000000      0.000000
    -21.237243      0.000000      0.000000      0.000000
    -21.134150      0.000000      0.000000      0.000000
    -21.031057      0.000000      0.000000      0.000000
    -20.927964      0.000000      0.000000      0.000000
    -20.824870      0.000000      0.000000      0.000000
    -20.721777      0.000000      0.000000      0.000000
    -20.618684      0.000000      0.000000      0.000000
    -20.515591      0.000000      0.000000      0.000000
    -20.412498      0.000000      0.000000      0.000000
    -20.309404      0.000000      0.000000      0.000000
    -20.206311      0.000000      0.000000      0.000000
    -20.103218      0.000000      0.000000      0.000000
    -20.000125      0.000000      0.000000      0.000000
    -19.897032      0.000000      0.000000      0.000000
    -19.793938      0.000000      0.000000      0.000000
    -19.690845      0.000000      0.000000      0.000000
    -19.587752      0.000000      0.000000      0.000000
    -19.484659      0.000000      0.000000      0.000000
    -19.381565      0.000000      0.000000      0.000000
    -19.278472      0.000000      0.000000      0.000000
    -19.175379      0.000000      0.000000      0.000000
    -19.072286      0.000000      0.000000      0.000000
    -18.969193      0.000000      0.000000      0.000000
    -18.866099      0.000000      0.000000      0.000000
    -18.763006      0.000000      0.000000      0.000000
    -18.659913      0.000000      0.000000      0.000000
    -18.556820      0.000000      0.000000      0.000000
    -18.453727      0.000000      0.000000      0.000000
    -18.350633      0.000000      0.000000      0.000000
    -18.247540      0.000000      0.000000      0.000000
    -18.144447      0.000000      0.000000      0.000000
    -18.041354      0.000000      0.000000      0.000000
    -17.938261      0.000000      0.000000      0.000000
    -17.835167      0.000000      0.000000      0.000000
    -17.732074      0.000000      0.000000      0.000000
    -17.628981      0.000000      0.000000      0.000000
    -17.525888      0.000000      0.000000      0.000000
    -17.422794      0.000000      0.000000      0.000000
    -17.319701      0.000000      0.000000      0.000000
    -17.216608      0.000000      0.000000      0.000000
    -17.113515      0.000000      0.000000      0.000000
    -17.010422      0.000000      0.000000      0.000000
    -16.907328      0.000000      0.000000      0.000000
    -16.804235      0.000000      0.000000      0.000000
    -16.701142      0.000000      0.000000      0.000000
    -16.598049      0.000000      0.000000      0.000000
    -16.494956      0.000000      0.000000      0.000000
    -16.391862      0.000000      0.000000      0.000000
    -16.288769      0.000000      0.000000      0.000000
    -16.185676      0.000000      0.000000      0.000000
    -16.082583      0.000000      0.000000      0.000000
    -15.979489      0.000000      0.000000      0.000000
    -15.876396      0.000000      0.000000      0.000000
    -15.773303      0.000000      0.000000      0.000000
    -15.670210      0.000000      0.000000      0.000000
    -15.567117      0.000000      0.000000      0.000000
    -15.464023      0.000000      0.000000      0.000000
    -15.360930      0.000000      0.000000      0.000000
    -15.257837      0.000000      0.000000      0.000000
    -15.154744      0.000000      0.000000      0.000000
    -15.051651      0.000000      0.000000      0.000000
    -14.948557      0.000000      0.000000      0.000000
    -14.845464      0.000000      0.000000      0.000000
    -14.742371      0.000000      0.000000      0.000000
    -14.639278      0.000000      0.000000      0.000000
    -14.536185      0.000000      0.000000      0.000000
    -14.433091      0.000000      0.000000      0.000000
    -14.329998      0.000000      0.000000      0.000000
    -14.226905      0.000000      0.000000      0.000000
    -14.123812      0.000000      0.000000      0.000000
    -14.020718      0.000000      0.000000      0.000000
    -13.917625      0.000000      0.000000      0.000000
    -13.814532      0.000000      0.000000      0.000000
    -13.711439      0.000000      0.000000      0.000000
    -13.608346      0.000000      0.000000      0.000000
    -13.505252      0.000000      0.000000      0.000000
    -13.402159      0.000000      0.000000      0.000000
    -13.299066      0.000000      0.000000      0.000000
    -13.195973      0.000000      0.000000      0.000000
    -13.092880      0.000000      0.000000      0.000000
    -12.989786      0.000000      0.000000      0.000000
    -12.886693      0.000000      0.000000      0.000000
    -12.783600      0.000000      0.000000      0.000000
    -12.680507      0.000000      0.000000      0.000000
    -12.577413      0.000000      0.000000      0.000000
    -12.474320      0.000000      0.000000      0.000000
    -12.371227      0.000000      0.000000      0.000000
    -12.268134      0.000000      0.000000      0.000000
    -12.165041      0.000000      0.000000      0.000000
    -12.061947      0.000000      0.000000      0.000000
    -11.958854      0.000000      0.000000      0.000000
    -11.855761      0.000000      0.000000      0.000000
    -11.752668      0.000000      0.000000      0.000000
    -11.649575      0.000000      0.000000      0.000000
    -11.546481      0.000000      0.000000      0.000000
    -11.443388      0.000000      0.000000      0.000000
    -11.340295      0.000000      0.000000      0.000000
    -11.237202      0.000000      0.000000      0.000000
    -11.134109      0.000000      0.000000      0.000000
    -11.031015      0.000000      0.000000      0.000000
    -10.927922      0.000000      0.000000      0.000000
    -10.824829      0.000000      0.000000      0.000000
    -10.721736      0.000000      0.000000      0.000000
    -10.618642      0.000000      0.000000      0.000000
    -10.515549      0.000000      0.000000      0.000000
    -10.412456      0.000000      0.000000      0.000000
    -10.309363      0.000000      0.000000      0.000000
    -10.206270      0.000000      0.000000      0.000000
    -10.103176      0.000000      0.000000      0.000000
    -10.000083      0.000000      0.000000      0.000000
     -9.896990      0.000000      0.000000      0.000000
     -9.793897      0.000000      0.000000      0.000000
     -9.690804      0.000000      0.000000      0.000000
     -9.587710      0.000000      0.000000      0.000000
     -9.484617      0.000000      0.000000      0.000000
     -9.381524      0.000002      0.000000      0.000002
     -9.278431      0.000029      0.000000      0.000029
     -9.175337      0.000246      0.000000      0.000246
     -9.072244      0.001334      0.000006      0.001340
     -8.969151      0.004749      0.000066      0.004816
     -8.866058      0.011648      0.000478      0.012126
     -8.762965      0.021069      0.002216      0.023285
     -8.659871      0.030586      0.006842      0.037427
     -8.556778      0.038748      0.014878      0.053626
     -8.453685      0.045601      0.024568      0.070169
     -8.350592      0.051627      0.033594      0.085221
     -8.247499      0.057158      0.041128      0.098286
     -8.144405      0.062367      0.047498      0.109865
     -8.041312      0.067355      0.053156      0.120511
     -7.938219      0.072189      0.058363      0.130552
     -7.835126      0.076917      0.063258      0.140175
     -7.732033      0.081580      0.067923      0.149503
     -7.628939      0.086211      0.072413      0.158624
     -7.525846      0.090839      0.076769      0.167608
     -7.422753      0.095491      0.081023      0.176515
     -7.319660      0.100198      0.085200      0.185398
     -7.216566      0.104980      0.089321      0.194301
     -7.113473      0.109875      0.093405      0.203281
     -7.010380      0.114901      0.097469      0.212370
     -6.907287      0.120111      0.101524      0.221634
     -6.804194      0.125518      0.105594      0.231111
     -6.701100      0.131191      0.109673      0.240863
     -6.598007      0.137162      0.113807      0.250969
     -6.494914      0.143497      0.117966      0.261463
     -6.391821      0.150286      0.122209      0.272494
     -6.288728      0.157578      0.126522      0.284100
     -6.185634      0.165545      0.130910      0.296455
     -6.082541      0.174267      0.135452      0.309719
     -5.979448      0.183985      0.140057      0.324043
     -5.876355      0.194922      0.144866      0.339788
     -5.773261      0.207426      0.149823      0.357249
     -5.670168      0.222032      0.154933      0.376965
     -5.567075      0.239480      0.160352      0.399832
     -5.463982      0.261190      0.165923      0.427112
     -5.360889      0.290014      0.171837      0.461851
     -5.257795      0.332761      0.178104      0.510865
     -5.154702      0.401728      0.184653      0.586381
     -5.051609      0.505256      0.191761      0.697017
     -4.948516      0.627931      0.199300      0.827232
     -4.845423      0.740378      0.207427      0.947805
     -4.742329      0.844139      0.216340      1.060480
     -4.639236      0.973496      0.225974      1.199470
     -4.536143      1.145253      0.236695      1.381948
     -4.433050      1.344308      0.248626      1.592934
     -4.329956      1.534249      0.262042      1.796291
     -4.226863      1.637431      0.277480      1.914911
     -4.123770      1.577940      0.295430      1.873371
     -4.020677      1.391082      0.317029      1.708111
     -3.917584      1.195333      0.344148      1.539481
     -3.814490      1.057716      0.380246      1.437962
     -3.711397      0.974285      0.429092      1.403376
     -3.608304      0.977209      0.488254      1.465462
     -3.505211      1.220700      0.544534      1.765234
     -3.402118      1.815654      0.584415      2.400069
     -3.299024      2.494380      0.607752      3.102132
     -3.195931      2.792228      0.623428      3.415656
     -3.092838      2.659149      0.638889      3.298038
     -2.989745      2.438289      0.659247      3.097536
     -2.886652      2.374265      0.692079      3.066344
     -2.783558      2.485078      0.749247      3.234324
     -2.680465      2.671321      0.837005      3.508325
     -2.577372      2.775484      0.937834      3.713317
     -2.474279      2.660473      1.011843      3.672316
     -2.371185      2.287384      1.027117      3.314501
     -2.268092      1.759336      0.981157      2.740493
     -2.164999      1.284987      0.896160      2.181147
     -2.061906      1.001251      0.803827      1.805078
     -1.958813      0.893063      0.730775      1.623838
     -1.855719      0.897304      0.721129      1.618433
     -1.752626      0.987460      0.875800      1.863259
     -1.649533      1.185256      1.281132      2.466388
     -1.546440      1.548087      1.848908      3.396995
     -1.443347      2.111847      2.336652      4.448499
     -1.340253      2.812860      2.575779      5.388639
     -1.237160      3.532413      2.592637      6.125049
     -1.134067      4.193617      2.513710      6.707327
     -1.030974      4.645383      2.438006      7.083389
     -0.927880      4.576669      2.403547      6.980216
     -0.824787      3.878369      2.400880      6.279249
     -0.721694      2.937081      2.392964      5.330045
     -0.618601      2.221980      2.347598      4.569579
     -0.515508      1.838437      2.242658      4.081095
     -0.412414      1.661276      2.045079      3.706355
     -0.309321      1.581385      1.723372      3.304757
     -0.206228      1.545752      1.309193      2.854945
     -0.103135      1.509669      0.921380      2.431049
     -0.000042      1.407030      0.661167      2.068196
      0.103052      1.184531      0.528288      1.712819
      0.206145      0.877032      0.473780      1.350811
      0.309238      0.595963      0.463484      1.059447
      0.412331      0.420095      0.485834      0.905929
      0.515424      0.342939      0.543010      0.885949
      0.618518      0.318119      0.647054      0.965172
      0.721611      0.310702      0.816663      1.127366
      0.824704      0.306468      1.058266      1.364735
      0.927797      0.302415      1.340441      1.642855
      1.030891      0.299156      1.620077      1.919232
      1.133984      0.296095      1.901768      2.197863
      1.237077      0.292096      2.225742      2.517838
      1.340170      0.288384      2.579493      2.867877
      1.443263      0.285695      2.849216      3.134910
      1.546357      0.282305      2.950527      3.232832
      1.649450      0.277899      3.045912      3.323811
      1.752543      0.274552      3.433854      3.708406
      1.855636      0.272041      4.015045      4.287086
      1.958729      0.268010      4.149847      4.417857
      2.061823      0.263529      3.518607      3.782136
      2.164916      0.260464      2.622516      2.882980
      2.268009      0.257484      1.980770      2.238254
      2.371102      0.253223      1.591399      1.844622
      2.474196      0.249040      1.271282      1.520322
      2.577289      0.245656      0.964919      1.210575
      2.680382      0.242029      0.718025      0.960054
      2.783475      0.237894      0.561989      0.799883
      2.886568      0.233977      0.480503      0.714481
      2.989662      0.230450      0.440247      0.670696
      3.092755      0.226193      0.417480      0.643672
      3.195848      0.221321      0.401317      0.622637
      3.298941      0.217901      0.387589      0.605490
      3.402034      0.215240      0.375609      0.590850
      3.505128      0.210283      0.364544      0.574827
      3.608221      0.204207      0.353801      0.558008
      3.711314      0.200298      0.344258      0.544556
      3.814407      0.198432      0.334914      0.533346
      3.917500      0.194993      0.325448      0.520441
      4.020594      0.188124      0.317106      0.505230
      4.123687      0.181873      0.308932      0.490805
      4.226780      0.179112      0.300176      0.479288
      4.329873      0.177673      0.292338      0.470011
      4.432967      0.173633      0.285238      0.458871
      4.536060      0.165511      0.277157      0.442668
      4.639153      0.158847      0.269099      0.427946
      4.742246      0.157409      0.262801      0.420210
      4.845339      0.155935      0.255981      0.411915
      4.948433      0.150553      0.247598      0.398152
      5.051526      0.143022      0.240619      0.383642
      5.154619      0.136622      0.235281      0.371903
      5.257712      0.134039      0.228508      0.362547
      5.360805      0.132404      0.220031      0.352435
      5.463899      0.127264      0.213397      0.340661
      5.566992      0.120328      0.208857      0.329186
      5.670085      0.114338      0.202809      0.317147
      5.773178      0.110068      0.194160      0.304228
      5.876272      0.107582      0.186736      0.294318
      5.979365      0.103461      0.182882      0.286343
      6.082458      0.096396      0.178285      0.274680
      6.185551      0.090696      0.169783      0.260480
      6.288644      0.087337      0.161468      0.248804
      6.391738      0.082746      0.156808      0.239554
      6.494831      0.076773      0.153121      0.229894
      6.597924      0.071317      0.146840      0.218157
      6.701017      0.066329      0.138289      0.204618
      6.804110      0.062392      0.131269      0.193661
      6.907204      0.059060      0.127252      0.186312
      7.010297      0.054301      0.122894      0.177195
      7.113390      0.050188      0.116167      0.166355
      7.216483      0.050816      0.108221      0.159037
      7.319576      0.058123      0.101706      0.159828
      7.422670      0.074565      0.097700      0.172265
      7.525763      0.099571      0.092692      0.192263
      7.628856      0.127944      0.085183      0.213127
      7.731949      0.159684      0.078409      0.238093
      7.835043      0.201124      0.073103      0.274227
      7.938136      0.255743      0.067702      0.323446
      8.041229      0.315851      0.061954      0.377805
      8.144322      0.361910      0.056835      0.418745
      8.247415      0.379077      0.053969      0.433046
      8.350509      0.371936      0.053367      0.425303
      8.453602      0.356039      0.052930      0.408968
      8.556695      0.341748      0.052322      0.394070
      8.659788      0.329594      0.054218      0.383811
      8.762881      0.316714      0.062375      0.379089
      8.865975      0.300812      0.081706      0.382518
      8.969068      0.283766      0.115100      0.398866
      9.072161      0.272569      0.161131      0.433700
      9.175254      0.267588      0.221423      0.489011
      9.278348      0.261280      0.300157      0.561437
      9.381441      0.252577      0.384458      0.637035
      9.484534      0.245525      0.441058      0.686583
      9.587627      0.239860      0.450975      0.690835
      9.690720      0.231553      0.427959      0.659512
      9.793814      0.220795      0.395218      0.616013
      9.896907      0.216556      0.367750      0.584306
     10.000000      0.220449      0.348642      0.569091
