# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues read from Pt.EIG
# Kpoint weights read from Pt.KP
# Using smearing parameter:   0.2000
# Using 1000 points in the energy range
# Selected bands: 1 to: 76
# Emin, Emax in file for selected band(s):   -100.2958780    179.0180760
# Nbands, Nspin, Nk   =     76     1 63800
# E_F                 =    -1.5464 eV --> (shifted to ZERO)
# Broadening          =     0.2000 eV
#
#        E            N(up)  (=)   N(down)         Ntot
   -101.495878      0.000000      0.000000      0.000000
   -101.384271      0.000000      0.000000      0.000000
   -101.272663      0.000000      0.000000      0.000000
   -101.161056      0.000000      0.000000      0.000000
   -101.049448      0.000000      0.000000      0.000000
   -100.937841      0.000000      0.000000      0.000000
   -100.826233      0.000000      0.000000      0.000000
   -100.714626      0.000000      0.000000      0.000000
   -100.603018      0.000000      0.000000      0.000000
   -100.491411      0.000000      0.000000      0.000000
   -100.379803      0.000000      0.000000      0.000000
   -100.268196      0.000000      0.000000      0.000000
   -100.156588      0.000000      0.000000      0.000000
   -100.044981      0.000000      0.000000      0.000000
    -99.933373      0.000000      0.000000      0.000000
    -99.821766      0.000000      0.000000      0.000000
    -99.710158      0.000000      0.000000      0.000000
    -99.598551      0.000000      0.000000      0.000000
    -99.486943      0.000002      0.000002      0.000004
    -99.375336      0.000112      0.000112      0.000224
    -99.263728      0.003500      0.003500      0.006999
    -99.152121      0.059440      0.059440      0.118879
    -99.040513      0.549155      0.549155      1.098310
    -98.928906      2.757641      2.757641      5.515283
    -98.817298      7.519858      7.519858     15.039715
    -98.705691     11.124770     11.124770     22.249539
    -98.594083      8.919819      8.919819     17.839638
    -98.482476      3.872464      3.872464      7.744928
    -98.370868      0.909468      0.909468      1.818937
    -98.259261      0.115448      0.115448      0.230896
    -98.147653      0.007915      0.007915      0.015830
    -98.036046      0.000293      0.000293      0.000586
    -97.924438      0.000006      0.000006      0.000012
    -97.812831      0.000000      0.000000      0.000000
    -97.701223      0.000000      0.000000      0.000000
    -97.589616      0.000000      0.000000      0.000000
    -97.478009      0.000000      0.000000      0.000000
    -97.366401      0.000000      0.000000      0.000000
    -97.254794      0.000000      0.000000      0.000000
    -97.143186      0.000000      0.000000      0.000000
    -97.031579      0.000000      0.000000      0.000000
    -96.919971      0.000000      0.000000      0.000000
    -96.808364      0.000000      0.000000      0.000000
    -96.696756      0.000000      0.000000      0.000000
    -96.585149      0.000000      0.000000      0.000000
    -96.473541      0.000000      0.000000      0.000000
    -96.361934      0.000000      0.000000      0.000000
    -96.250326      0.000000      0.000000      0.000000
    -96.138719      0.000000      0.000000      0.000000
    -96.027111      0.000000      0.000000      0.000000
    -95.915504      0.000000      0.000000      0.000000
    -95.803896      0.000000      0.000000      0.000000
    -95.692289      0.000000      0.000000      0.000000
    -95.580681      0.000000      0.000000      0.000000
    -95.469074      0.000000      0.000000      0.000000
    -95.357466      0.000000      0.000000      0.000000
    -95.245859      0.000000      0.000000      0.000000
    -95.134251      0.000000      0.000000      0.000000
    -95.022644      0.000000      0.000000      0.000000
    -94.911036      0.000000      0.000000      0.000000
    -94.799429      0.000000      0.000000      0.000000
    -94.687821      0.000000      0.000000      0.000000
    -94.576214      0.000000      0.000000      0.000000
    -94.464606      0.000000      0.000000      0.000000
    -94.352999      0.000000      0.000000      0.000000
    -94.241391      0.000000      0.000000      0.000000
    -94.129784      0.000000      0.000000      0.000000
    -94.018176      0.000000      0.000000      0.000000
    -93.906569      0.000000      0.000000      0.000000
    -93.794962      0.000000      0.000000      0.000000
    -93.683354      0.000000      0.000000      0.000000
    -93.571747      0.000000      0.000000      0.000000
    -93.460139      0.000000      0.000000      0.000000
    -93.348532      0.000000      0.000000      0.000000
    -93.236924      0.000000      0.000000      0.000000
    -93.125317      0.000000      0.000000      0.000000
    -93.013709      0.000000      0.000000      0.000000
    -92.902102      0.000000      0.000000      0.000000
    -92.790494      0.000000      0.000000      0.000000
    -92.678887      0.000000      0.000000      0.000000
    -92.567279      0.000000      0.000000      0.000000
    -92.455672      0.000000      0.000000      0.000000
    -92.344064      0.000000      0.000000      0.000000
    -92.232457      0.000000      0.000000      0.000000
    -92.120849      0.000000      0.000000      0.000000
    -92.009242      0.000000      0.000000      0.000000
    -91.897634      0.000000      0.000000      0.000000
    -91.786027      0.000000      0.000000      0.000000
    -91.674419      0.000000      0.000000      0.000000
    -91.562812      0.000000      0.000000      0.000000
    -91.451204      0.000000      0.000000      0.000000
    -91.339597      0.000000      0.000000      0.000000
    -91.227989      0.000000      0.000000      0.000000
    -91.116382      0.000000      0.000000      0.000000
    -91.004774      0.000000      0.000000      0.000000
    -90.893167      0.000000      0.000000      0.000000
    -90.781559      0.000000      0.000000      0.000000
    -90.669952      0.000000      0.000000      0.000000
    -90.558344      0.000000      0.000000      0.000000
    -90.446737      0.000000      0.000000      0.000000
    -90.335129      0.000000      0.000000      0.000000
    -90.223522      0.000000      0.000000      0.000000
    -90.111914      0.000000      0.000000      0.000000
    -90.000307      0.000000      0.000000      0.000000
    -89.888700      0.000000      0.000000      0.000000
    -89.777092      0.000000      0.000000      0.000000
    -89.665485      0.000000      0.000000      0.000000
    -89.553877      0.000000      0.000000      0.000000
    -89.442270      0.000000      0.000000      0.000000
    -89.330662      0.000000      0.000000      0.000000
    -89.219055      0.000000      0.000000      0.000000
    -89.107447      0.000000      0.000000      0.000000
    -88.995840      0.000000      0.000000      0.000000
